handle,layer,dxftype,shape_class,n_vertices,is_convex,convex_fill,area_in2,perim_in,circularity,bbox_w_in,bbox_h_in,mrr_w_in,mrr_h_in,current_label,proposed_label,changed,anomalies
18B9,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,27.86,22.84,16.0,24.0,16x24,16x24,False,
18BA,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,24.0,16.0,16.0,24.0,16x24,16x24,False,
18BB,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18BC,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18BD,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18BE,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18BF,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18C0,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18C1,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18C2,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18C3,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18C4,COLS,LWPOLYLINE,rect,4,True,1.0,336.0,76.0,0.731,20.95,27.22,14.0,24.0,14x24,14x24,False,
18C5,COLS,LWPOLYLINE,rect,4,True,1.0,576.0,96.0,0.7854,30.42,30.42,24.0,24.0,24x24,24x24,False,
18C6,COLS,LWPOLYLINE,rect,4,True,1.0,528.0,92.0,0.7839,29.78,28.53,22.0,24.0,22x24,22x24,False,
18C7,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,28.58,39.87,18.0,36.0,18x36,18x36,False,
18C8,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,24.0,16.0,16.0,24.0,16x24,16x24,False,
18C9,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18CA,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18CB,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18CC,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18CD,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18CE,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18CF,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18D0,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18D1,COLS,LWPOLYLINE,rect,4,True,1.0,336.0,76.0,0.731,20.95,27.22,14.0,24.0,14x24,14x24,False,
18D2,COLS,LWPOLYLINE,rect,4,True,1.0,576.0,96.0,0.7854,30.42,30.42,24.0,24.0,24x24,24x24,False,
18D3,COLS,LWPOLYLINE,rect,4,True,1.0,528.0,92.0,0.7839,29.78,28.53,22.0,24.0,22x24,22x24,False,
18D4,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,28.58,39.87,18.0,36.0,18x36,18x36,False,
18D5,COLS,LWPOLYLINE,rect,4,True,1.0,576.0,96.0,0.7854,30.42,30.42,24.0,24.0,24x24,24x24,False,
18D6,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,24.0,16.0,16.0,24.0,16x24,16x24,False,
18D7,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18D8,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18D9,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18DA,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18DB,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18DC,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18DD,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18DE,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
18DF,COLS,LWPOLYLINE,rect,4,True,1.0,336.0,76.0,0.731,20.95,27.22,14.0,24.0,14x24,14x24,False,
18E0,COLS,LWPOLYLINE,rect,4,True,1.0,576.0,96.0,0.7854,30.42,30.42,24.0,24.0,24x24,24x24,False,
18E1,COLS,LWPOLYLINE,rect,4,True,1.0,528.0,92.0,0.7839,29.78,28.53,22.0,24.0,22x24,22x24,False,
18E2,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,28.58,39.87,18.0,36.0,18x36,18x36,False,
18E3,COLS,LWPOLYLINE,rect,4,True,1.0,576.0,96.0,0.7854,30.42,30.42,24.0,24.0,24x24,24x24,False,
18E4,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
18E5,COLS,LWPOLYLINE,rect,4,True,1.0,722.0,107.48,0.7854,38.0,38.0,26.87,26.87,27x27,27x27,False,
18E6,COLS,LWPOLYLINE,rect,4,True,1.0,450.0,84.85,0.7854,30.0,30.0,21.21,21.21,21x21,21x21,False,
18E7,COLS,LWPOLYLINE,rect,4,True,1.0,450.0,84.85,0.7854,30.0,30.0,21.21,21.21,21x21,21x21,False,
18E8,COLS,LWPOLYLINE,rect,4,True,1.0,450.0,84.85,0.7854,30.0,30.0,21.21,21.21,21x21,21x21,False,
18E9,COLS,LWPOLYLINE,rect,4,True,1.0,450.0,84.85,0.7854,30.0,30.0,21.21,21.21,21x21,21x21,False,
18EA,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
18EB,COLS,LWPOLYLINE,rect,4,True,1.0,450.0,84.85,0.7854,30.0,30.0,21.21,21.21,21x21,21x21,False,
18EC,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
18ED,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
1913,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
1914,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
1915,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
1916,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
1918,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1919,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
191A,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
191B,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
191C,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
191D,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
191E,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
191F,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1920,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1921,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1922,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1923,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1924,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1925,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1926,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1927,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1928,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1929,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
192A,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
192B,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
192C,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
192D,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
192E,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
192F,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1930,COLS,LWPOLYLINE,rect,4,True,1.0,288.0,67.88,0.7854,24.0,24.0,16.97,16.97,17x17,17x17,False,
1931,COLS,LWPOLYLINE,rect,4,True,1.0,338.0,73.54,0.7854,26.0,26.0,18.38,18.38,18x18,18x18,False,
1932,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1933,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1934,COLS,LWPOLYLINE,rect,4,True,1.0,288.0,67.88,0.7854,24.0,24.0,16.97,16.97,17x17,17x17,False,
1935,COLS,LWPOLYLINE,rect,4,True,1.0,338.0,73.54,0.7854,26.0,26.0,18.38,18.38,18x18,18x18,False,
1936,COLS,LWPOLYLINE,rect,4,True,1.0,288.0,67.88,0.7854,24.0,24.0,16.97,16.97,17x17,17x17,False,
1937,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1938,COLS,LWPOLYLINE,rect,4,True,1.0,288.0,67.88,0.7854,24.0,24.0,16.97,16.97,17x17,17x17,False,
1939,COLS,LWPOLYLINE,rect,4,True,1.0,338.0,73.54,0.7854,26.0,26.0,18.38,18.38,18x18,18x18,False,
193A,COLS,LWPOLYLINE,rect,4,True,1.0,624.0,100.0,0.7841,26.0,24.0,24.0,26.0,24x26,24x26,False,
1940,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1941,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1942,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1943,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1944,COLS,LWPOLYLINE,rect,4,True,1.0,624.0,100.0,0.7841,26.0,24.0,24.0,26.0,24x26,24x26,False,
1945,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,36.0,18.0,18.0,36.0,18x36,18x36,False,
1946,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,36.0,18.0,18.0,36.0,18x36,18x36,False,
1947,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,36.0,18.0,18.0,36.0,18x36,18x36,False,
1B41,COLS,LWPOLYLINE,rect,4,True,1.0,384.0,80.0,0.754,22.84,27.86,16.0,24.0,16x24,16x24,False,
1D32,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1D33,COLS,LWPOLYLINE,rect,4,True,1.0,512.0,90.51,0.7854,32.0,32.0,22.63,22.63,23x23,23x23,False,
1D86,COLS,LWPOLYLINE,rect,4,True,1.0,200.0,56.57,0.7854,20.0,20.0,14.14,14.14,14x14,14x14,False,
1D87,COLS,LWPOLYLINE,rect,4,True,1.0,624.0,100.0,0.7841,26.0,24.0,24.0,26.0,24x26,24x26,False,
1E25,COLS,CIRCLE,circle,21,True,1.0,309.49,62.6,0.9925,19.89,19.94,19.89,19.94,d20,d20,False,
1E30,COLS,CIRCLE,circle,21,True,1.0,309.49,62.6,0.9925,19.89,19.94,19.89,19.94,d20,d20,False,
1E3C,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1E44,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1E50,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1E58,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1E60,COLS,LWPOLYLINE,rect,4,True,1.0,648.0,108.0,0.6981,18.0,36.0,18.0,36.0,18x36,18x36,False,
1E6A,COLS,CIRCLE,circle,26,True,1.0,796.44,100.29,0.9951,32.0,31.77,31.77,32.0,d32,d32,False,
1E74,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1E89,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1E91,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1E99,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EA1,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EA9,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EBC,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EC4,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1ECC,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EE1,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EE9,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1EF8,COLS,CIRCLE,circle,28,True,1.0,1124.62,119.13,0.9958,38.0,38.0,37.76,37.76,d38,d38,False,
1F09,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1F15,COLS,CIRCLE,circle,26,True,1.0,796.44,100.29,0.9951,32.0,31.77,31.77,32.0,d32,d32,False,
1F1E,COLS,CIRCLE,circle,28,True,1.0,1124.62,119.13,0.9958,38.0,38.0,37.76,37.76,d38,d38,False,
1F27,COLS,CIRCLE,circle,26,True,1.0,796.44,100.29,0.9951,32.0,31.77,31.77,32.0,d32,d32,False,
1F31,COLS,CIRCLE,circle,26,True,1.0,796.44,100.29,0.9951,32.0,31.77,31.77,32.0,d32,d32,False,
1F86,COLS,CIRCLE,circle,21,True,1.0,309.49,62.6,0.9925,19.89,19.94,19.89,19.94,d20,d20,False,
1F8F,COLS,CIRCLE,circle,21,True,1.0,309.49,62.6,0.9925,19.89,19.94,19.89,19.94,d20,d20,False,
1FA0,COLS,CIRCLE,circle,21,True,1.0,309.49,62.6,0.9925,19.89,19.94,19.89,19.94,d20,d20,False,
1FB0,COLS,CIRCLE,circle,25,True,1.0,699.44,94.0,0.9947,29.88,29.94,29.88,29.94,d30,d30,False,
1FBA,COLS,CIRCLE,circle,26,True,1.0,796.44,100.29,0.9951,32.0,31.77,31.77,32.0,d32,d32,False,
1FC4,COLS,CIRCLE,circle,26,True,1.0,796.44,100.29,0.9951,32.0,31.77,31.77,32.0,d32,d32,False,
